gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
CLSTN1,4281.215065741704,0.21658763429214214,0.16210781558117787,1.3360715121331255,0.18152590033964833,0.3323639783943037
CTNNBIP1,384.8085297390555,0.10499188109404647,0.15571273595765234,0.6742664975240052,0.5001418996202419,0.6733207371071623
LZIC,588.2490022614195,-0.2502388945439339,0.13212107073316848,-1.8940120084957228,0.05822341595408587,0.14062027684209497
NMNAT1,282.8806987215088,-0.44724098206628304,0.16724779288270442,-2.6741218784270937,0.0074925216128397705,0.027295468050992224
TMEM274P,0.4480430775718166,0.9673227735321344,3.321664063257117,0.29121631661439257,0.7708858842688322,NA
MIR5697,0.13339700122815537,-1.7064174460004593,4.375714364951068,-0.3899745969866435,0.6965553314156792,NA
RBP7,3.970399920992779,-0.9562402585469948,1.8646730435053975,-0.5128192644161141,0.6080777528173815,0.7527827329920299
UBE4B,1290.7770719152068,-0.7576095675397272,0.16178876098312323,-4.68270826067304,2.8310931064419454e-6,3.2392476882284595e-5
RPL21P21,0.0778688197733188,0.9673219999581913,4.407356323966969,0.219478963998882,0.8262769646979895,NA
PGAM1P11,0.2362095864132721,0.00556267233667491,4.407356323966969,0.0012621335621141848,0.9989929633844831,NA
RNU6-828P,0.20609090689216447,-2.261552620886223,4.340672239243356,-0.5210143720228102,0.6023567595345678,NA
KIF1B,1325.0381489986437,-0.790355863767854,0.2119926042009727,-3.728223759252388,1.9283412795242482e-4,0.0012258510659049213
RNU6-37P,1.5342052733376033,-0.026195896849507586,1.5112045882001053,-0.017334447667809005,0.9861698044625611,NA
PGD,5492.93614951134,-0.4139079059212063,0.1592133041510462,-2.5997067778238585,0.009330344740108326,0.032788819532721794
CENPS-CORT,2.1036672039493034,1.3670801991917583,1.3875676351765365,0.9852350001070963,0.32450865226533393,NA
CENPS,70.42754392800337,-0.02746618549143129,0.2505072500632412,-0.10964227775642174,0.9126930799619641,0.9744706483570866
CORT,7.688333874943953,-0.10763845065495341,0.748719201076115,-0.14376344362512328,0.885687270700371,0.9569928684907157
DFFA,1710.1588471513523,0.6076545940628181,0.10082405221287598,6.0268812919742585,1.6715367968798896e-9,4.112846040996052e-8
PEX14,649.8599615028268,-0.33206752686068813,0.12606991255149022,-2.633995059884436,0.008438671572064531,0.03009867411712536
RN7SL614P,0.38330862733737103,-1.3120637027444693,3.34357136559244,-0.39241384713557254,0.6947524563420628,NA
CASZ1,22.265335048717127,0.19296696166967187,0.4521249499100874,0.42680007309494106,0.669524953250834,0.8005658912583299
HSPE1P24,0.0778688197733188,0.9673219999581913,4.407356323966969,0.219478963998882,0.8262769646979895,NA
TARDBP,2044.9329701771462,0.49844706986021076,0.11181439499308618,4.457807690065588,8.280213475198109e-6,8.149445055266178e-5
MASP2,15.415556051569459,-0.425974969843446,0.5105977954868425,-0.8342671543211214,0.40413045635974953,0.5815470539799709
SRM,2312.528300977827,0.8643589276586988,0.15112314148804706,5.719566964713107,1.0679587920719918e-8,2.2154681299108742e-7
EXOSC10,1208.7830896383914,0.04866804050621672,0.1489870205002443,0.32665959989539434,0.7439253599200042,0.8576024582411401
MTOR,1867.01584309367,-0.6994686609127013,0.18866903659052817,-3.707384494843056,2.094108774122582e-4,0.0013169155508398669
MTOR-AS1,0.14885149584124724,0.005572013776688229,4.407356323966969,0.0012642530730696574,0.9989912722607645,NA
ANGPTL7,0.4586108366138738,0.005559340051374179,2.9494771039941137,0.0018848561475001276,0.9984961032710533,NA
RNU6-291P,0.16642162416479384,0,4.40735632395676,0,1,NA
UBIAD1,395.72619539049253,0.0990461608422625,0.14581698967533,0.6792497984137139,0.4969795990482094,0.6704509533875705
DISP3,0.45830793223510624,-0.49846919027523295,3.7520642546017493,-0.13285198665344855,0.8943104393072346,NA
LINC01647,0.9985666426200844,0.3375476309305132,1.746573216005758,0.19326280045817465,0.8467531580081745,NA
FBXO2,5.644361254257818,1.019030195242361,0.7235089541121957,1.408455540806394,0.1589962229355676,0.30123306328909055
FBXO44,173.68752691756055,1.1823349492725295,0.23491938358522022,5.0329390926722795,4.830166234319471e-7,6.7321272006472855e-6
FBXO6,42.91859891811837,0.5103776541001226,0.7428620038821887,0.6870423462674017,0.4920560437380711,0.6662692966234292
MAD2L2,710.4179911860776,0.012957740105125938,0.15860247335031163,0.08169948318842203,0.9348856893431381,0.9895497558228983
